Gene,Non-unique Gene name,Annotation,SPARK_0516,SPARK_1059,SPARK_1507,SPARK_1852,SPARK_1954,SPARK_2540
fabG_6~~~fabG_4,fabG_6;fabG_4,3-oxoacyl-[acyl-carrier-protein] reductase FabG,JHOIBPIP_02212,HHCJKAOK_02795,BNPNPENK_02718,LNHDNJLJ_02894,KJPPOAMA_02233,KELBMKEO_02441
wecH,wecH,O-acetyltransferase WecH,JHOIBPIP_04499,HHCJKAOK_00177,BNPNPENK_00181,LNHDNJLJ_00182,KJPPOAMA_04505,KELBMKEO_04663
group_2189,,hypothetical protein,JHOIBPIP_01246,HHCJKAOK_01725,BNPNPENK_01733,LNHDNJLJ_01789,KJPPOAMA_01162,KELBMKEO_01340
dcm,dcm,DNA-cytosine methyltransferase,JHOIBPIP_01242,HHCJKAOK_01721,BNPNPENK_01729,LNHDNJLJ_01785,KJPPOAMA_01158,KELBMKEO_01336
ptsJ,ptsJ,Vitamin B6 salvage pathway transcriptional repressor PtsJ,JHOIBPIP_00845,HHCJKAOK_01369,BNPNPENK_01319,LNHDNJLJ_01378,KJPPOAMA_00819,KELBMKEO_00899
group_2188,,hypothetical protein,JHOIBPIP_02823,HHCJKAOK_03359,BNPNPENK_03409,LNHDNJLJ_03454,KJPPOAMA_02790,KELBMKEO_02990
group_2187,,hypothetical protein,JHOIBPIP_01416,HHCJKAOK_01905,BNPNPENK_01885,LNHDNJLJ_01969,KJPPOAMA_01347,KELBMKEO_01540
amaB~~~amaB_1,amaB;amaB_1,N-carbamoyl-L-amino acid hydrolase,JHOIBPIP_01883,HHCJKAOK_02439,BNPNPENK_02390,LNHDNJLJ_02560,KJPPOAMA_01868,KELBMKEO_02069
rutF,rutF,FMN reductase (NADH) RutF,JHOIBPIP_02473,HHCJKAOK_03056,BNPNPENK_03021,LNHDNJLJ_03142,KJPPOAMA_02498,KELBMKEO_02698
group_2186,,hypothetical protein,JHOIBPIP_01229,HHCJKAOK_01709,BNPNPENK_01716,LNHDNJLJ_01772,KJPPOAMA_01146,KELBMKEO_01319
pcpR_1,pcpR_1,PCP degradation transcriptional activation protein,JHOIBPIP_02608,HHCJKAOK_03125,BNPNPENK_03170,LNHDNJLJ_03214,KJPPOAMA_02561,KELBMKEO_02755
group_2185,,hypothetical protein,JHOIBPIP_02606,HHCJKAOK_03123,BNPNPENK_03168,LNHDNJLJ_03212,KJPPOAMA_02559,KELBMKEO_02753
group_2184,,hypothetical protein,JHOIBPIP_00570,HHCJKAOK_01066,BNPNPENK_01043,LNHDNJLJ_01049,KJPPOAMA_00539,KELBMKEO_00577
nikD,nikD,Nickel import ATP-binding protein NikD,JHOIBPIP_04571,HHCJKAOK_00245,BNPNPENK_00254,LNHDNJLJ_00258,KJPPOAMA_04575,KELBMKEO_04734
gpmB,gpmB;,phosphoglycerate mutase GpmB;hypothetical protein,JHOIBPIP_01894,HHCJKAOK_02476,BNPNPENK_02402,LNHDNJLJ_02581,KJPPOAMA_01908,KELBMKEO_02126
group_2183,,hypothetical protein,JHOIBPIP_01817,HHCJKAOK_02371,BNPNPENK_02324,LNHDNJLJ_02489,KJPPOAMA_01796,KELBMKEO_01996
yaaA,yaaA,Peroxide stress resistance protein YaaA,JHOIBPIP_03604,HHCJKAOK_04164,BNPNPENK_04216,LNHDNJLJ_04245,KJPPOAMA_03629,KELBMKEO_03770
mtfA,mtfA,Protein MtfA,JHOIBPIP_01236,HHCJKAOK_01716,BNPNPENK_01723,LNHDNJLJ_01779,KJPPOAMA_01153,KELBMKEO_01326
ecfG~~~ecfG_1,ecfG;ecfG_1,ECF RNA polymerase sigma factor EcfG,JHOIBPIP_01819,HHCJKAOK_02373,BNPNPENK_02326,LNHDNJLJ_02491,KJPPOAMA_01798,KELBMKEO_01998
amyA,amyA,Cytoplasmic alpha-amylase,JHOIBPIP_01252,HHCJKAOK_01731,BNPNPENK_01739,LNHDNJLJ_01795,KJPPOAMA_01168,KELBMKEO_01346
dmlR_3~~~dmlR_5,dmlR_3;dmlR_5,HTH-type transcriptional regulator DmlR,JHOIBPIP_00539,HHCJKAOK_01051,BNPNPENK_01020,LNHDNJLJ_01028,KJPPOAMA_00518,KELBMKEO_00562
group_2182,,hypothetical protein,JHOIBPIP_03815,HHCJKAOK_04356,BNPNPENK_04411,LNHDNJLJ_04450,KJPPOAMA_03817,KELBMKEO_03976
metQ_2,metQ_2,D-methionine-binding lipoprotein MetQ,JHOIBPIP_02082,HHCJKAOK_02667,BNPNPENK_02588,LNHDNJLJ_02767,KJPPOAMA_02104,KELBMKEO_02317
cynT_2,cynT_2,Carbonic anhydrase 1,JHOIBPIP_02654,HHCJKAOK_03171,BNPNPENK_03213,LNHDNJLJ_03257,KJPPOAMA_02608,KELBMKEO_02805
lpoB,lpoB,Penicillin-binding protein activator LpoB,JHOIBPIP_02403,HHCJKAOK_02987,BNPNPENK_02952,LNHDNJLJ_03073,KJPPOAMA_02428,KELBMKEO_02625
group_2180,,hypothetical protein,JHOIBPIP_00192,HHCJKAOK_00641,BNPNPENK_00659,LNHDNJLJ_00648,KJPPOAMA_00157,KELBMKEO_00197
feuC~~~feuC_2,feuC;feuC_2,Iron-uptake system permease protein FeuC,JHOIBPIP_02224,HHCJKAOK_02804,BNPNPENK_02726,LNHDNJLJ_02902,KJPPOAMA_02245,KELBMKEO_02449
nimR_4~~~nimR_5,nimR_4;nimR_5,HTH-type transcriptional regulator NimR,JHOIBPIP_03305,HHCJKAOK_03838,BNPNPENK_03898,LNHDNJLJ_03938,KJPPOAMA_03339,KELBMKEO_03477
ybhH,ybhH,Putative isomerase YbhH,JHOIBPIP_03570,HHCJKAOK_04130,BNPNPENK_04182,LNHDNJLJ_04211,KJPPOAMA_03595,KELBMKEO_03736
fldI~~~hadI,fldI;hadI,(R)-phenyllactate dehydratase activator;2-hydroxyisocaproyl-CoA dehydratase activator,JHOIBPIP_03700,HHCJKAOK_04256,BNPNPENK_04308,LNHDNJLJ_04337,KJPPOAMA_03719,KELBMKEO_03859
rutC_2~~~rutC,rutC_2;rutC,Putative aminoacrylate peracid reductase RutC,JHOIBPIP_02470,HHCJKAOK_03053,BNPNPENK_03018,LNHDNJLJ_03139,KJPPOAMA_02495,KELBMKEO_02695
group_2178,,hypothetical protein,JHOIBPIP_02111,HHCJKAOK_02696,BNPNPENK_02618,LNHDNJLJ_02796,KJPPOAMA_02134,KELBMKEO_02346
mdrP,mdrP,Na(+) Li(+) K(+)/H(+) antiporter,JHOIBPIP_01977,HHCJKAOK_02562,BNPNPENK_02483,LNHDNJLJ_02663,KJPPOAMA_01992,KELBMKEO_02212
cobS,cobS,Adenosylcobinamide-GDP ribazoletransferase,JHOIBPIP_01200,HHCJKAOK_01679,BNPNPENK_01687,LNHDNJLJ_01750,KJPPOAMA_01123,KELBMKEO_01284
group_2176,,hypothetical protein,JHOIBPIP_01746,HHCJKAOK_02302,BNPNPENK_02257,LNHDNJLJ_02421,KJPPOAMA_01726,KELBMKEO_01927
group_2175,,hypothetical protein,JHOIBPIP_01816,HHCJKAOK_02370,BNPNPENK_02323,LNHDNJLJ_02488,KJPPOAMA_01795,KELBMKEO_01995
group_2174,,hypothetical protein,JHOIBPIP_01814,HHCJKAOK_02368,BNPNPENK_02321,LNHDNJLJ_02486,KJPPOAMA_01793,KELBMKEO_01993
group_2173,,hypothetical protein,JHOIBPIP_03595,HHCJKAOK_04155,BNPNPENK_04207,LNHDNJLJ_04236,KJPPOAMA_03620,KELBMKEO_03761
yehY,yehY,Glycine betaine uptake system permease protein YehY,JHOIBPIP_01097,HHCJKAOK_01584,BNPNPENK_01581,LNHDNJLJ_01646,KJPPOAMA_01029,KELBMKEO_01176
ybdL_2,ybdL_2,Methionine aminotransferase,JHOIBPIP_03005,HHCJKAOK_03538,BNPNPENK_03592,LNHDNJLJ_03638,KJPPOAMA_02972,KELBMKEO_03169
cysH_2,;cysH_2,hypothetical protein;Phosphoadenosine phosphosulfate reductase,JHOIBPIP_03003,HHCJKAOK_03536,BNPNPENK_03590,LNHDNJLJ_03636,KJPPOAMA_02970,KELBMKEO_03167
yciH,yciH,putative protein YciH,JHOIBPIP_01518,HHCJKAOK_02009,BNPNPENK_01989,LNHDNJLJ_02093,KJPPOAMA_01445,KELBMKEO_01688
group_2171,,hypothetical protein,JHOIBPIP_02367,HHCJKAOK_02951,BNPNPENK_02858,LNHDNJLJ_03036,KJPPOAMA_02392,KELBMKEO_02589
group_2170,,hypothetical protein,JHOIBPIP_01940,HHCJKAOK_02524,BNPNPENK_02446,LNHDNJLJ_02626,KJPPOAMA_01954,KELBMKEO_02174
group_2169,,hypothetical protein,JHOIBPIP_02752,HHCJKAOK_03288,BNPNPENK_03336,LNHDNJLJ_03367,KJPPOAMA_02716,KELBMKEO_02912
yeiR,yeiR,Zinc-binding GTPase YeiR,JHOIBPIP_01048,HHCJKAOK_01537,BNPNPENK_01535,LNHDNJLJ_01593,KJPPOAMA_00982,KELBMKEO_01129
mtnB,mtnB,Methylthioribulose-1-phosphate dehydratase,JHOIBPIP_03008,HHCJKAOK_03541,BNPNPENK_03595,LNHDNJLJ_03641,KJPPOAMA_02975,KELBMKEO_03172
fabG1~~~fabG_4,fabG1;fabG_4,3-oxoacyl-[acyl-carrier-protein] reductase FabG1;3-oxoacyl-[acyl-carrier-protein] reductase FabG,JHOIBPIP_01969,HHCJKAOK_02553,BNPNPENK_02474,LNHDNJLJ_02654,KJPPOAMA_01984,KELBMKEO_02203
ped~~~fabG_8,ped;fabG_8,(S)-1-Phenylethanol dehydrogenase;3-oxoacyl-[acyl-carrier-protein] reductase FabG,JHOIBPIP_02778,HHCJKAOK_03314,BNPNPENK_03363,LNHDNJLJ_03394,KJPPOAMA_02745,KELBMKEO_02939
catD,catD,3-oxoadipate enol-lactonase 2,JHOIBPIP_02044,HHCJKAOK_02628,BNPNPENK_02550,LNHDNJLJ_02729,KJPPOAMA_02067,KELBMKEO_02278
astD_1,astD_1,N-succinylglutamate 5-semialdehyde dehydrogenase,JHOIBPIP_01462,HHCJKAOK_01952,BNPNPENK_01932,LNHDNJLJ_02018,KJPPOAMA_01393,KELBMKEO_01630
tehA,tehA,Tellurite resistance protein TehA,JHOIBPIP_01668,HHCJKAOK_02225,BNPNPENK_02179,LNHDNJLJ_02344,KJPPOAMA_01648,KELBMKEO_01851
guaD_1,guaD_1,Guanine deaminase,JHOIBPIP_00880,HHCJKAOK_01404,BNPNPENK_01353,LNHDNJLJ_01412,KJPPOAMA_00854,KELBMKEO_00934
nrtA,nrtA,Nitrate/nitrite binding protein NrtA,JHOIBPIP_02336,HHCJKAOK_02920,BNPNPENK_02827,LNHDNJLJ_03006,KJPPOAMA_02361,KELBMKEO_02558
group_2166,,hypothetical protein,JHOIBPIP_04464,HHCJKAOK_00142,BNPNPENK_00136,LNHDNJLJ_00137,KJPPOAMA_04470,KELBMKEO_04628
bcsC,bcsC,Cellulose synthase operon protein C,JHOIBPIP_04537,HHCJKAOK_00215,BNPNPENK_00219,LNHDNJLJ_00222,KJPPOAMA_04541,KELBMKEO_04701
clcB,clcB,Voltage-gated ClC-type chloride channel ClcB,JHOIBPIP_02011,HHCJKAOK_02596,BNPNPENK_02516,LNHDNJLJ_02695,KJPPOAMA_02026,KELBMKEO_02246
bacC_1~~~bacC,bacC_1;bacC,Dihydroanticapsin 7-dehydrogenase,JHOIBPIP_04663,HHCJKAOK_00337,BNPNPENK_00353,LNHDNJLJ_00357,KJPPOAMA_04667,KELBMKEO_04826
ndh_2,ndh_2,NADH dehydrogenase,JHOIBPIP_03066,HHCJKAOK_03600,BNPNPENK_03653,LNHDNJLJ_03697,KJPPOAMA_03037,KELBMKEO_03230
cynR_3~~~cynR_4,cynR_3;cynR_4,HTH-type transcriptional regulator CynR,JHOIBPIP_02655,HHCJKAOK_03172,BNPNPENK_03214,LNHDNJLJ_03258,KJPPOAMA_02609,KELBMKEO_02806
oxyR_5,oxyR_5,Hydrogen peroxide-inducible genes activator,JHOIBPIP_03106,HHCJKAOK_03641,BNPNPENK_03693,LNHDNJLJ_03737,KJPPOAMA_03083,KELBMKEO_03278
otnC,otnC,3-oxo-tetronate 4-phosphate decarboxylase,JHOIBPIP_01948,HHCJKAOK_02532,BNPNPENK_02453,LNHDNJLJ_02633,KJPPOAMA_01963,KELBMKEO_02182
yiaB,yiaB,Inner membrane protein YiaB,JHOIBPIP_04498,HHCJKAOK_00176,BNPNPENK_00179,LNHDNJLJ_00180,KJPPOAMA_04504,KELBMKEO_04662
group_2164,,hypothetical protein,JHOIBPIP_02242,HHCJKAOK_02822,BNPNPENK_02744,LNHDNJLJ_02920,KJPPOAMA_02263,KELBMKEO_02467
yofA_2~~~yofA,yofA_2;yofA,HTH-type transcriptional regulator YofA,JHOIBPIP_01937,HHCJKAOK_02521,BNPNPENK_02443,LNHDNJLJ_02623,KJPPOAMA_01951,KELBMKEO_02171
group_2163,,hypothetical protein,JHOIBPIP_03642,HHCJKAOK_04199,BNPNPENK_04255,LNHDNJLJ_04284,KJPPOAMA_03664,KELBMKEO_03805
group_2162,,hypothetical protein,JHOIBPIP_00083,HHCJKAOK_00535,BNPNPENK_00551,LNHDNJLJ_00553,KJPPOAMA_00051,KELBMKEO_00091
group_2160,,hypothetical protein,JHOIBPIP_03201,HHCJKAOK_03735,BNPNPENK_03794,LNHDNJLJ_03835,KJPPOAMA_03235,KELBMKEO_03374
ribX,ribX,Riboflavin transport system permease protein RibX,JHOIBPIP_01811,HHCJKAOK_02365,BNPNPENK_02318,LNHDNJLJ_02483,KJPPOAMA_01790,KELBMKEO_01990
group_2159,,hypothetical protein,JHOIBPIP_01572,HHCJKAOK_02117,BNPNPENK_02068,LNHDNJLJ_02231;LNHDNJLJ_02217,KJPPOAMA_01552,KELBMKEO_01744
xynB,xynB,Beta-xylosidase,JHOIBPIP_01568,HHCJKAOK_02113,BNPNPENK_02064,LNHDNJLJ_02213,KJPPOAMA_01548,KELBMKEO_01740
zraS,zraS,Sensor protein ZraS,JHOIBPIP_04071,HHCJKAOK_04608,BNPNPENK_04667,LNHDNJLJ_04708,KJPPOAMA_04076,KELBMKEO_04231
group_2156,,putative protein,JHOIBPIP_02239,HHCJKAOK_02819,BNPNPENK_02741,LNHDNJLJ_02917,KJPPOAMA_02260,KELBMKEO_02464
appB_1,appB_1,Cytochrome bd-II ubiquinol oxidase subunit 2,JHOIBPIP_01680,HHCJKAOK_02237,BNPNPENK_02191,LNHDNJLJ_02356,KJPPOAMA_01660,KELBMKEO_01863
tabA_1,tabA_1,Toxin-antitoxin biofilm protein TabA,JHOIBPIP_01968,HHCJKAOK_02552,BNPNPENK_02473,LNHDNJLJ_02653,KJPPOAMA_01983,KELBMKEO_02202
adh1,adh1,Long-chain-alcohol dehydrogenase 1,JHOIBPIP_01964,HHCJKAOK_02548,BNPNPENK_02469,LNHDNJLJ_02649,KJPPOAMA_01979,KELBMKEO_02198
uxaB~~~uxaB_2,uxaB;uxaB_2,Altronate oxidoreductase,JHOIBPIP_01954,HHCJKAOK_02538,BNPNPENK_02459,LNHDNJLJ_02639,KJPPOAMA_01969,KELBMKEO_02188
group_2153,,hypothetical protein,JHOIBPIP_02404,HHCJKAOK_02988,BNPNPENK_02953,LNHDNJLJ_03074,KJPPOAMA_02429,KELBMKEO_02626
yajL_2,yajL_2,Protein/nucleic acid deglycase 3,JHOIBPIP_03221,HHCJKAOK_03755,BNPNPENK_03814,LNHDNJLJ_03854,KJPPOAMA_03254,KELBMKEO_03393
prtS,prtS,Protease PrtS,JHOIBPIP_00788,HHCJKAOK_01315,BNPNPENK_01264,LNHDNJLJ_01323,KJPPOAMA_00763,KELBMKEO_00843
intA~~~intS_4~~~intA_2~~~intA_3,intA;intS_4;intA_2;intA_3,Prophage integrase IntA;Prophage integrase IntS,JHOIBPIP_03787,HHCJKAOK_04329,BNPNPENK_04383,LNHDNJLJ_04422,KJPPOAMA_03789,KELBMKEO_03949
group_2151,,hypothetical protein,JHOIBPIP_02018,HHCJKAOK_02603,BNPNPENK_02523,LNHDNJLJ_02703,KJPPOAMA_02041,KELBMKEO_02253
group_2150,,hypothetical protein;Thermostable carboxypeptidase 1,JHOIBPIP_02016,HHCJKAOK_02601,BNPNPENK_02521,LNHDNJLJ_02701,KJPPOAMA_02031,KELBMKEO_02251
group_2149,,hypothetical protein,JHOIBPIP_03968,HHCJKAOK_04510,BNPNPENK_04563,LNHDNJLJ_04606,KJPPOAMA_03968,KELBMKEO_04129
yjmB_1~~~uidB,yjmB_1;uidB,putative symporter YjmB;Glucuronide carrier protein,JHOIBPIP_00802,HHCJKAOK_01327,BNPNPENK_01277,LNHDNJLJ_01336,KJPPOAMA_00777,KELBMKEO_00857
ynjC,ynjC,Inner membrane ABC transporter permease protein YnjC,JHOIBPIP_01454,HHCJKAOK_01944,BNPNPENK_01924,LNHDNJLJ_02010,KJPPOAMA_01385,KELBMKEO_01622
ynjE,ynjE,Thiosulfate sulfurtransferase YnjE,JHOIBPIP_01452,HHCJKAOK_01942,BNPNPENK_01922,LNHDNJLJ_02008,KJPPOAMA_01383,KELBMKEO_01620
group_2148,,hypothetical protein,JHOIBPIP_01583,HHCJKAOK_02128,BNPNPENK_02080,LNHDNJLJ_02243,KJPPOAMA_01569,KELBMKEO_01755
dmlR_11~~~dmlR_9,dmlR_11;dmlR_9,HTH-type transcriptional regulator DmlR,JHOIBPIP_02423,HHCJKAOK_03007,BNPNPENK_02972,LNHDNJLJ_03093,KJPPOAMA_02448,KELBMKEO_02645
ymdB,ymdB,O-acetyl-ADP-ribose deacetylase,JHOIBPIP_02444,HHCJKAOK_03028,BNPNPENK_02993,LNHDNJLJ_03114,KJPPOAMA_02469,KELBMKEO_02666
yeaX_2~~~yeaX,yeaX_2;yeaX,Carnitine monooxygenase reductase subunit,JHOIBPIP_02501,HHCJKAOK_03084,BNPNPENK_03050,LNHDNJLJ_03167,KJPPOAMA_02526,KELBMKEO_02722
group_2147,,hypothetical protein,JHOIBPIP_03460,HHCJKAOK_04021,BNPNPENK_04073,LNHDNJLJ_04102,KJPPOAMA_03486,KELBMKEO_03627
ydcZ,ydcZ,Inner membrane protein YdcZ,JHOIBPIP_01697,HHCJKAOK_02252,BNPNPENK_02207,LNHDNJLJ_02372,KJPPOAMA_01675,KELBMKEO_01877
dppA_2,dppA_2,Periplasmic dipeptide transport protein,JHOIBPIP_01695,HHCJKAOK_02250,BNPNPENK_02205,LNHDNJLJ_02370,KJPPOAMA_01673,KELBMKEO_01875
vdh~~~vdh_2~~~vdh_1,vdh;vdh_2;vdh_1,Vanillin dehydrogenase,JHOIBPIP_01693,HHCJKAOK_02249;HHCJKAOK_02248,BNPNPENK_02203,LNHDNJLJ_02368,KJPPOAMA_01672,KELBMKEO_01874
ddpC_2,ddpC_2,putative DD-dipeptide transport system permease protein DdpC,JHOIBPIP_01757,HHCJKAOK_02313,BNPNPENK_02268,LNHDNJLJ_02433,KJPPOAMA_01737,KELBMKEO_01938
fimF_3,;fimF_3,hypothetical protein;Protein FimF,JHOIBPIP_03995,HHCJKAOK_04536,BNPNPENK_04590,LNHDNJLJ_04632,KJPPOAMA_03994,KELBMKEO_04155
group_2146,,hypothetical protein,JHOIBPIP_02043,HHCJKAOK_02627,BNPNPENK_02549,LNHDNJLJ_02728,KJPPOAMA_02066,KELBMKEO_02277
glmU_1~~~lpxD_1,glmU_1;;lpxD_1,Bifunctional protein GlmU;hypothetical protein;UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,JHOIBPIP_01667,HHCJKAOK_02224,BNPNPENK_02178,LNHDNJLJ_02343,KJPPOAMA_01647,KELBMKEO_01850
group_2145,,hypothetical protein,JHOIBPIP_04548,HHCJKAOK_00226,BNPNPENK_00230,LNHDNJLJ_00234,KJPPOAMA_04552,KELBMKEO_04712
group_2144,,hypothetical protein,JHOIBPIP_00871,HHCJKAOK_01395,BNPNPENK_01344,LNHDNJLJ_01403,KJPPOAMA_00845,KELBMKEO_00925
group_2143,,hypothetical protein,JHOIBPIP_03050,HHCJKAOK_03583,BNPNPENK_03638,LNHDNJLJ_03682,KJPPOAMA_03021,KELBMKEO_03214
group_2142,,hypothetical protein,JHOIBPIP_02777,HHCJKAOK_03313,BNPNPENK_03361,LNHDNJLJ_03392,KJPPOAMA_02744,KELBMKEO_02937
bioC,bioC,Malonyl-[acyl-carrier protein] O-methyltransferase,JHOIBPIP_02851,HHCJKAOK_03387,BNPNPENK_03437,LNHDNJLJ_03482,KJPPOAMA_02818,KELBMKEO_03018
group_2141,,hypothetical protein,JHOIBPIP_04260,HHCJKAOK_04795,BNPNPENK_04866,LNHDNJLJ_04901,KJPPOAMA_04264,KELBMKEO_04416
group_2140,,hypothetical protein,JHOIBPIP_01309,HHCJKAOK_01788,BNPNPENK_01795,LNHDNJLJ_01851,KJPPOAMA_01233,KELBMKEO_01419
yesR_1,yesR_1,Unsaturated rhamnogalacturonyl hydrolase YesR,JHOIBPIP_00801,HHCJKAOK_01326,BNPNPENK_01276,LNHDNJLJ_01335,KJPPOAMA_00776,KELBMKEO_00856
group_2139,,hypothetical protein,JHOIBPIP_01679,HHCJKAOK_02236,BNPNPENK_02190,LNHDNJLJ_02355,KJPPOAMA_01659,KELBMKEO_01862
rlhA_2,rlhA_2,23S rRNA 5-hydroxycytidine synthase,JHOIBPIP_01677,HHCJKAOK_02234,BNPNPENK_02188,LNHDNJLJ_02353,KJPPOAMA_01657,KELBMKEO_01860
dacD,dacD,D-alanyl-D-alanine carboxypeptidase DacD,JHOIBPIP_01195,HHCJKAOK_01674,BNPNPENK_01682,LNHDNJLJ_01745,KJPPOAMA_01118,KELBMKEO_01279
yfiZ,yfiZ,putative siderophore transport system permease protein YfiZ,JHOIBPIP_02225,HHCJKAOK_02805,BNPNPENK_02727,LNHDNJLJ_02903,KJPPOAMA_02246,KELBMKEO_02450
betI_2~~~mtrR,betI_2;mtrR,HTH-type transcriptional regulator BetI;HTH-type transcriptional regulator MtrR,JHOIBPIP_01789,HHCJKAOK_02344,BNPNPENK_02300,LNHDNJLJ_02465,KJPPOAMA_01768,KELBMKEO_01969
group_2136,,hypothetical protein,JHOIBPIP_02505,HHCJKAOK_03096,BNPNPENK_03063,LNHDNJLJ_03180,KJPPOAMA_02530,KELBMKEO_02726
hdfR_1~~~yofA_1,hdfR_1;yofA_1,HTH-type transcriptional regulator HdfR;HTH-type transcriptional regulator YofA,JHOIBPIP_00795,HHCJKAOK_01320,BNPNPENK_01270,LNHDNJLJ_01329,KJPPOAMA_00770,KELBMKEO_00850
nimR_3~~~nimR_2,nimR_3;nimR_2,HTH-type transcriptional regulator NimR,JHOIBPIP_01375,HHCJKAOK_01856,BNPNPENK_01857,LNHDNJLJ_01919,KJPPOAMA_01301,KELBMKEO_01485
rluA_1,rluA_1,Dual-specificity RNA pseudouridine synthase RluA,JHOIBPIP_01383,HHCJKAOK_01864,BNPNPENK_01865,LNHDNJLJ_01927,KJPPOAMA_01309,KELBMKEO_01493
tag,tag,DNA-3-methyladenine glycosylase 1,JHOIBPIP_04516,HHCJKAOK_00194,BNPNPENK_00198,LNHDNJLJ_00200,KJPPOAMA_04522,KELBMKEO_04680
dmsC_1,dmsC_1,Anaerobic dimethyl sulfoxide reductase chain C,JHOIBPIP_02009,HHCJKAOK_02594,BNPNPENK_02514,LNHDNJLJ_02693,KJPPOAMA_02024,KELBMKEO_02244
ynfE,ynfE,Putative dimethyl sulfoxide reductase chain YnfE,JHOIBPIP_02007,HHCJKAOK_02592,BNPNPENK_02512,LNHDNJLJ_02691,KJPPOAMA_02022,KELBMKEO_02242
yehB,yehB,Outer membrane usher protein YehB,JHOIBPIP_00430,HHCJKAOK_00944,BNPNPENK_00901,LNHDNJLJ_00906,KJPPOAMA_00410,KELBMKEO_00445
group_2135,,hypothetical protein,JHOIBPIP_04676,HHCJKAOK_00353,BNPNPENK_00366,LNHDNJLJ_00370,KJPPOAMA_04680,KELBMKEO_04839
hmuU,hmuU,Hemin transport system permease protein HmuU,JHOIBPIP_00562,HHCJKAOK_01058,BNPNPENK_01035,LNHDNJLJ_01041,KJPPOAMA_00531,KELBMKEO_00569
group_2134,,hypothetical protein,JHOIBPIP_03467,HHCJKAOK_04028,BNPNPENK_04080,LNHDNJLJ_04109,KJPPOAMA_03493,KELBMKEO_03634
bcsZ,bcsZ,Endoglucanase,JHOIBPIP_04536,HHCJKAOK_00214,BNPNPENK_00218,LNHDNJLJ_00221,KJPPOAMA_04540,KELBMKEO_04700
rhaS_7~~~rhaS_8,rhaS_7;rhaS_8,HTH-type transcriptional activator RhaS,JHOIBPIP_04124,HHCJKAOK_04661,BNPNPENK_04720,LNHDNJLJ_04761,KJPPOAMA_04129,KELBMKEO_04284
ctpF,ctpF,putative cation-transporting ATPase F,JHOIBPIP_03051,HHCJKAOK_03584,BNPNPENK_03639,LNHDNJLJ_03683,KJPPOAMA_03022,KELBMKEO_03215
mgtB_1~~~mgtB_2~~~mgtB,mgtB_1;mgtB_2;mgtB,Magnesium-transporting ATPase P-type 1,JHOIBPIP_01786,HHCJKAOK_02341,BNPNPENK_02297,LNHDNJLJ_02462;LNHDNJLJ_02461,KJPPOAMA_01765,KELBMKEO_01966
group_2133,,hypothetical protein,JHOIBPIP_01784,HHCJKAOK_02340,BNPNPENK_02295,LNHDNJLJ_02459,KJPPOAMA_01764,KELBMKEO_01965
group_2132,,hypothetical protein,JHOIBPIP_04014,HHCJKAOK_04555,BNPNPENK_04610,LNHDNJLJ_04651,KJPPOAMA_04017,KELBMKEO_04178
group_2131,,hypothetical protein,JHOIBPIP_02261,HHCJKAOK_02840,BNPNPENK_02763,LNHDNJLJ_02940,KJPPOAMA_02281,KELBMKEO_02486
group_2130,,hypothetical protein,JHOIBPIP_02147,HHCJKAOK_02733,BNPNPENK_02655,LNHDNJLJ_02833,KJPPOAMA_02170,KELBMKEO_02382
dnaK_1,dnaK_1,Chaperone protein DnaK,JHOIBPIP_01139,HHCJKAOK_01628,BNPNPENK_01627,LNHDNJLJ_01689,KJPPOAMA_01071,KELBMKEO_01233
priC,priC,Primosomal replication protein N'',JHOIBPIP_03147,HHCJKAOK_03681,BNPNPENK_03740,LNHDNJLJ_03781,KJPPOAMA_03181,KELBMKEO_03320
group_2129,,hypothetical protein,JHOIBPIP_00478,HHCJKAOK_00992,BNPNPENK_00950,LNHDNJLJ_00958,KJPPOAMA_00458,KELBMKEO_00493
group_2128,,hypothetical protein,JHOIBPIP_01401,HHCJKAOK_01885,BNPNPENK_01872,LNHDNJLJ_01956,KJPPOAMA_01329,KELBMKEO_01520
group_2127,,hypothetical protein,JHOIBPIP_01399,HHCJKAOK_01883,BNPNPENK_01870,LNHDNJLJ_01954,KJPPOAMA_01327,KELBMKEO_01518
group_2126,,hypothetical protein,JHOIBPIP_01408,HHCJKAOK_01898,BNPNPENK_01879,LNHDNJLJ_01963,KJPPOAMA_01336,KELBMKEO_01533
group_2124,,hypothetical protein,JHOIBPIP_02196,HHCJKAOK_02783,BNPNPENK_02705,LNHDNJLJ_02885,KJPPOAMA_02218,KELBMKEO_02431
sasA_3,sasA_3,Adaptive-response sensory-kinase SasA,JHOIBPIP_01897,HHCJKAOK_02480,BNPNPENK_02405,LNHDNJLJ_02585,KJPPOAMA_01911,KELBMKEO_02130
group_2122,,hypothetical protein,JHOIBPIP_01848,HHCJKAOK_02402,BNPNPENK_02356,LNHDNJLJ_02521,KJPPOAMA_01826,KELBMKEO_02028
group_2121,,hypothetical protein,JHOIBPIP_00638,HHCJKAOK_01133,BNPNPENK_01112,LNHDNJLJ_01117,KJPPOAMA_00606,KELBMKEO_00644
